城市,名称,星级,评分,价格,销量,省/市/区,坐标,简介,是否免费,具体地址
重庆,重庆融创海世界,,0,150,214,重庆·重庆·沙坪坝区,"106.364479,29.630763","重庆融创海世界是集大型演艺、游乐设备、动物及鱼类展示等于一体的综合型海洋乐园，总建筑面积4.6万平方米,其室内海豚剧场,",FALSE,重庆市沙坪坝区土主镇文兴大道9号融创茂1F
重庆,重庆融创渝乐小镇,,0,108,210,重庆·重庆·沙坪坝区,"106.36975,29.634559",重庆融创渝乐小镇一期总建筑面积6.9万㎡，拥有4大主题区，共计22项游乐设备，其中不乏全球最 高U型过山车“传奇双龙”、,FALSE,重庆市沙坪坝区土主镇文兴大道9号融创渝乐小镇
重庆,金佛山,5A,3.6,12,190,重庆·重庆·南川区,"107.207362,29.104603",洞天佛国 养生福地,FALSE,重庆市南川区金佛山
重庆,816工程,,0,55,160,重庆·重庆·涪陵区,"107.518703,29.560031",主要用来为生产原子弹核爆材料服务,FALSE,重庆市涪陵区白涛镇816地下核工程景区
重庆,融汇温泉,3A,0,159,148,重庆·重庆·沙坪坝区,"106.446305,29.547843",给你专业化、个性化、专属化的温泉体验,FALSE,重庆市沙坪坝区汇泉路6号梨树湾融汇温泉城
重庆,北山景区,,3.6,58,86,重庆·重庆·大足石刻,"105.716678,29.718935",北山造像以雕刻细腻、精美典雅而著称于世,FALSE,重庆市大足县宝顶镇大足石刻风景名胜区
重庆,重庆白鹤梁水下博物馆,4A,0,45,78,重庆·重庆·涪陵区,"107.398417,29.718535",以水下参观的方式，领略白鹤梁的历史和风情,FALSE,重庆市涪陵区滨江大道二段185号
重庆,重庆欢乐海底世界,,0,60,76,重庆·重庆·渝中区,"106.522961,29.556485",开启绚丽浪漫的海洋之旅,FALSE,重庆市核心区渝中区化龙桥企业天地2号楼LG层
重庆,重庆天赐温泉,3A,3.6,39,76,重庆·重庆·九龙坡区,"106.378253,29.517968",西南地区规模较大的园林式露天温泉,FALSE,重庆市九龙坡区含谷开发区天赐温泉路1号
重庆,巫山小三峡,5A,3.7,113,70,重庆·重庆·巫山县,"109.902086,31.152742",长江三峡旅游水道线上一颗璀璨明珠,FALSE,重庆市巫山县广东中路170号
重庆,重庆长寿湖,,3.5,32,70,重庆·重庆·长寿区,"107.25892,29.915884",湖面辽阔，碧波万顷，水天一色，别具情趣,FALSE,重庆市长寿区长寿湖
重庆,丰都鬼城,4A,3.7,85,68,重庆·重庆·丰都县,"107.731507,29.891926",鬼城寻鬼，阴朝地府走一遭,FALSE,重庆市丰都县名山镇名山路152号
重庆,重庆自然博物馆（新馆）,,0,300,64,重庆·重庆·北碚区,"106.414094,29.823674",重庆自然博物馆是重庆市文化委员会主管的市属文化事业单位，代表国家履行自然标本收藏、展示、科学研究和科学普及职责。我馆先后,FALSE,重庆市北碚区缙云大道
重庆,武陵山大裂谷,4A,0,135,60,重庆·重庆·涪陵区,"107.58417,29.508252",峡谷景观、山林景观、田园景观,FALSE,重庆市涪陵区兴华东路10号
重庆,重庆国际马戏城,,0,70,60,重庆·重庆·南岸区,"106.598513,29.610357","重庆杂技艺术团重磅呈现，国际级水准，极具重庆8D魔幻特色的文旅驻场欢乐杂技秀——《魔幻之都?极限快乐SHOW》


重庆",FALSE,重庆市南岸区南滨路4号重庆国际马戏城
重庆,重庆天赐华汤森林温泉酒店,,0,39,56,重庆·重庆·璧山县,"106.247507,29.586567",综合性森林温泉旅游度假中心,FALSE,重庆市壁山县温泉路8号（邻近金剑山森林公园）
重庆,重庆融创雪世界,,0,88,56,重庆·重庆·沙坪坝区,"106.363028,29.630592","重庆融创文旅城是集娱雪和滑雪为一体的综合性玩雪圣地，总建筑面积2.5万平方米,这里有滑雪和各类冰雪娱乐活动,既能与“企鹅",FALSE,重庆市沙坪坝区土主镇文兴大道9号融创茂1F
重庆,铜梁奇彩梦园,4A,0,39.9,56,重庆·重庆·铜梁县,"106.053473,29.801335",奇思妙想美山川，彩色人间艳阳天,FALSE,重庆铜梁南城街道办事处黄门村12社（富家桥）
重庆,白马山天尺情缘景区,,0,59,54,重庆·重庆·武隆县,"107.601246,29.383941",白马山是武隆区打造的重点旅游度假区，天尺情缘景区是白马山旅游度假区的门户及率先开放的核心景区。景区占地4.15平方公里，,FALSE,重庆市武隆区白马镇
重庆,蚩尤九黎城,4A,0,80.5,52,重庆·重庆·彭水县,"108.314526,29.031209",神秘的苗族始祖蚩尤文化,FALSE,重庆市彭水县乌江边
重庆,白帝城,4A,3.9,88,48,重庆·重庆·奉节县,"109.580814,31.049698",三国史上悲壮的一幕，刘备托孤之地,FALSE,重庆市近郊奉节县瞿塘峡口长江北岸
重庆,贝迪颐园温泉旅游度假区,4A,0,118,48,重庆·重庆·九龙坡区,"106.370716,29.45659",温泉、网球、观光温室，喧嚣与宁静随意切换,FALSE,重庆市九龙坡区白市驿农科大道288号
重庆,重庆南山?海昌汤都,,0,88,46,重庆·重庆·南岸区,"106.619482,29.557209",具日式风情的温浴汤都,FALSE,重庆市南岸区崇文路35号
重庆,南湖多彩植物园,,0,45,42,重庆·重庆·巴南区,"106.699923,29.315948",集观叶、赏花、垂钓、登高健身于一体。,FALSE,重庆市巴南区南彭镇水竹村
重庆,中国三峡博物馆,4A,3.5,20,42,重庆·重庆·渝中区,"106.557068,29.568364",三峡文明之仓,FALSE,重庆市渝中区人民路236号
重庆,金刀峡,4A,3.6,78,42,重庆·重庆·北碚区,"106.629658,30.03717",一处保持着原始古老神奇的峡谷自然风景区,FALSE,重庆市北碚区金刀峡镇小塘村1号
重庆,海棠晓月圣地温泉,,0,69.9,40,重庆·重庆·南岸区,"106.5897,29.54506",为你提供舒适惬意的完美温泉体验,FALSE,重庆市南岸区南坪东路587号
重庆,太寺垭森林公园,,0,29.9,40,重庆·重庆·沙坪坝区,"106.420907,29.727871",气候温润，森林植被完好,FALSE,重庆市沙坪坝区中梁镇新发村后槽路
重庆,重庆来福士探索仓·观景台,,0,135,40,重庆·重庆·渝中区,"106.59381,29.571055","""探索舱.观景台，是凯德集团打造的国内首 个主题观景台，由国家地理提供内容支持，以“探索”为主题，集科普、互动、体验和观",FALSE,重庆市渝中区接圣街8号来福士购物中心L1层
重庆,重庆科技馆,4A,0,7,38,重庆·重庆·江北区,"106.584957,29.577455",提高公民科学文化素养的基础科普设施,FALSE,重庆市江北区江北城文星门街7号
重庆,万州大瀑布群景区,4A,0,68,36,重庆·重庆·万州区,"108.258905,30.660203",山青水秀，瀑宽洞奇，潭幽虹美，景观奇特,FALSE,重庆市万州区甘宁镇甘宁河段
重庆,鹅岭二厂文创公园,,0,148,34,重庆·重庆·渝中区,"106.546178,29.557331",文创公园,FALSE,重庆市渝中区鹅岭正街1号TESTBED2贰厂文创公园
重庆,重庆建川博物馆聚落,,0,45,34,重庆·重庆,"106.524616,29.532204",纪念历史的文化展馆。,FALSE,重庆市九龙坡区谢家湾街道付家沟1号
重庆,芙蓉洞,5A,3.8,150,34,重庆·重庆·武隆天坑地缝国家地质公园,"107.915411,29.226307",《中国国家地理》评出的中国第二美溶洞,FALSE,重庆市武隆县江口镇芙蓉路88号
重庆,重庆垫江牡丹樱花世界,,0,44,34,重庆·重庆·垫江县,"107.402607,30.41604",牡丹樱花世界位于垫江县新民镇石仙村，由垫江县樱之花生态农业有限公司打造，总规划占地面积3000亩，计划总投资3.7亿元。,FALSE,重庆市垫江县新民镇石仙村9组
重庆,四面山,5A,3.6,80,144,重庆·重庆·江津区,"106.419045,28.653445",生机盎然，峡谷深山，森林莽莽,FALSE,重庆市江津区四面山风景区
重庆,龙缸地质公园,5A,3.5,92.9,140,重庆·重庆·云阳县,"109.011659,30.672232",浓郁土家风情，长江三峡的香格里拉,FALSE,重庆市云阳县清水镇
重庆,酉阳桃花源,5A,3.6,86.4,132,重庆·重庆·酉阳县,"108.770241,28.859621",桃花源--陶渊明笔下[桃花源记]原型地,FALSE,重庆市酉阳县土家族苗族自治县桃花源路232号
重庆,统景温泉,4A,3.5,78,128,重庆·重庆·渝北区,"106.838806,29.864783",让你醉倒在“温柔乡”里,FALSE,重庆巿渝北区统景镇景泉路66号
重庆,南山植物园,4A,3.5,29,122,重庆·重庆·南岸区,"106.6377,29.56099",山城花冠之外，还有无敌夜景在此,FALSE,重庆市南岸区南山公园路101号
重庆,WFC会仙楼观景台,,0,95,122,重庆·重庆·渝中区,"106.584303,29.565156",在此仰望璀璨星空，遐思于浩瀚宇宙中,FALSE,重庆市渝中区民族路188号环球金融中心73?74F
重庆,抗战遗址博物馆,,3.5,17,118,重庆·重庆·南岸区,"106.62552076908,29.56983659911",为重庆抗战遗址博物馆揭牌重新对外开放,FALSE,重庆南岸黄山风景区
重庆,重庆之眼·长江索道高空观景台,,0,38,112,重庆·重庆·渝中区,"106.588648,29.563434","站得更高，看得更全，风景因高度而不同，无限风光在高空。

“山城之巅·重庆之眼”长江索道高空观景台，是上帝视角下的都市景",FALSE,重庆市渝中区新华路201号联合国际写字楼67楼
重庆,宝顶山景区,,3.6,110,108,重庆·重庆·大足石刻,"105.803535,29.757869",是一座造像近万尊的大型佛教密宗道场,FALSE,重庆市大足县宝顶镇大足石刻景区
重庆,城市大峡谷景区,4A,0,40,104,重庆·重庆·黔江区,"108.822427,29.512668",绿色生态、奇幻莫测的秘境形象和文化符号,FALSE,重庆市黔江区319国道附近
重庆,解放碑步行街,,0,15,102,重庆·重庆·渝中区,"106.583613,29.563503",解放碑步行街位于重庆市渝中区。这里有数量众多的百货公司、酒店、饭店等，是重庆购物、美食和走走逛逛的好去处，重庆时尚地标之,FALSE,重庆市渝中区解放碑周边区域
重庆,铜锣花谷生态园,,0,35,100,重庆·重庆·南岸区,"106.664435,29.593648",铜锣花谷生态园坐落于重庆市南岸区南山街道放牛村沿江地段，山与水构成了这里独特的自然景观。依靠得天独厚的自然优势，这里化险,FALSE,重庆市-南岸区-弹广路北50米
重庆,圣名游乐城,,0,100,100,重庆·重庆·渝北区,"106.619305,29.679996",开放式不收门票的游乐园,FALSE,重庆市渝北区回兴服装城大道41号
重庆,两江国际影视城（民国街）,,0,39,96,重庆·重庆·渝北区,"106.828801,29.691352",以“民国历史”、“巴蜀特色”为主题的街区,FALSE,重庆市渝北区民生路
重庆,黑山谷,5A,3.6,80,96,重庆·重庆·万盛区,"107.008268,28.894072",重庆独特的生物基因库，西南神农架,FALSE,重庆市万盛区黑山镇境内
陕西,九昱汉水温泉旅游度假区,,0,86,50,陕西·汉中·勉县,"106.743099,33.133727",九昱汉水温泉旅游度假区项目位于汉中市勉县温泉镇郭家湾村的古温泉遗址,FALSE,汉中市勉县温泉镇郭家湾村
陕西,西影电影博物馆,,0,79,48,陕西·西安·雁塔区,"108.978928,34.227503",西影电影艺术体验中心是全面展示电影历史与电影艺术的综合性、互动性电影艺术博物馆。体验中心共三层，由序厅、电影老爷车博物馆,FALSE,陕西省西安市雁塔区西影路西部电影集团西影圈子园区内
陕西,南泥湾革命旧址,,3.5,127,46,陕西·延安·宝塔区,"109.677516,36.321241",中国共产党军垦事业的发祥地,FALSE,陕西省延安市宝塔区延安城东南45公里处
陕西,楼观台国家森林公园,,3.5,30,46,陕西·西安·周至县,"108.335384,34.06494",古，秀，幽，奇风景特色,FALSE,陕西省西安市周至县境内
陕西,中国?周原景区,,0,65,46,陕西·宝鸡·岐山县,"107.606948,34.480826",以中华周文化展示与传承为核心的文化景区,FALSE,宝鸡市岐山县凤鸣镇北郭村江家沟组岐周路西侧
陕西,华夏文旅西安度假区,,0,180,44,陕西·西安·灞桥区,"109.028967,34.358571",华夏文旅西安度假区项目包括西安华夏文旅大剧院、西安华夏文旅海洋公园、西安华夏文旅水世界、西安先祖部落景区及酒店餐饮商业等,FALSE,陕西省西安市浐灞生态区华文路1518号
陕西,秦岭国家植物园,,0,53.8,44,陕西·西安·周至县,"108.367734,34.073357",规模大、功能完备的植物园,FALSE,陕西省西安市周至县集贤镇秦岭国家植物园
陕西,祥峪森林公园,3A,3.5,28,44,陕西·西安·长安区,"108.816713,33.982975",原始的自然之美，风韵的林海仙境,FALSE,陕西省西安市长安区祥峪森林公园
陕西,西安唐乐宫,,3.5,218,42,陕西·西安·碑林区,"108.953507,34.242897",一流的装修，品质的享受,FALSE,陕西省西安市碑林区长安北路75号（草场坡与长安北路十字东南角）
陕西,红碱淖风景区,4A,3.9,27,40,陕西·榆林·神木县,"109.951463,39.093959",陕西省十大自然风景名胜区和十大诚信单位,FALSE,陕西省榆林市神木县红碱淖风景区
陕西,小雁塔,,0,0.3,40,陕西·西安·碑林区,"108.948496,34.245487",亲手体验拓印碑文，感受传统文化的魅力,FALSE,陕西省西安市碑林区友谊西路72号
陕西,朱雀国家森林公园,4A,3.5,43.9,40,陕西·西安·户县,"108.579062,33.790641",森林茂密，山水神奇，气候宜人,FALSE,陕西省西安市户县南部东涝河上游秦岭梁北侧
陕西,党家村,,3.5,44.6,38,陕西·渭南·韩城市,"110.483412,35.549951",党家村处处都能感受到文史之乡的气息,FALSE,陕西省渭南市韩城市党家村
陕西,汉阳陵国家考古遗址公园,4A,0,2,34,陕西·咸阳·秦都区,"108.954724,34.448301",“事死如事生”丧葬观念空前盛行的真实体现,FALSE,陕西省西安市咸阳国际机场专用公路东段
陕西,终南山?南五台景区,,0,45,34,陕西·西安·终南山,"108.98589,34.009623",群山起伏，自古为佛教名山与皇家避暑之地,FALSE,陕西省西安市长安区终南山景区内
陕西,秦始皇帝陵博物院（兵马俑）,5A,4.4,120,12714,陕西·西安·临潼区,"109.266029,34.386024",世界第八大奇迹,FALSE,陕西省西安市临潼县秦始皇陵东1.5公里处
陕西,华山景区,5A,5,160,5808,陕西·渭南·华阴市,"110.088712,34.532247",只有天在上，更无山与齐,FALSE,陕西省渭南市华阴市境内
陕西,华清宫,5A,4.5,40,5702,陕西·西安·临潼区,"109.218903,34.369881",览盛唐宫阙，登骊山怀古，赏长恨歌舞,FALSE,陕西省西安市临潼区华清路038号
陕西,长恨歌,,0,20,5195,陕西·西安·华清宫,"109.219934,34.370442",中国首部大型实景历史舞剧,FALSE,陕西省西安市临潼区华清路38号华清池
陕西,回民街,,4.6,0.9,3966,陕西·西安·莲湖区,"108.94363,34.26187",八大菜系，让您大饱口福,FALSE,陕西西安市中心
陕西,陕西历史博物馆,4A,4.6,89,3925,陕西·西安·雁塔区,"108.961746,34.230944",在这里，见证中华文明,FALSE,陕西省西安市雁塔区小寨东路91号
陕西,大唐不夜城,,0,39,3821,陕西·西安·曲江旅游度假区,"108.970536,34.21982",购物、餐饮、娱乐、商务为一体的一站式消费天堂,FALSE,陕西省西安市雁塔区环塔南路东段6号大雁塔南广场
陕西,永兴坊,,0,54,3432,陕西·西安·新城区,"108.976524,34.271023",内敛外聚、动静分离,FALSE,陕西省西安市新城区东新街与顺城东路北段交叉口西北100米
陕西,大唐芙蓉园,5A,4.3,78,2208,陕西·西安·曲江旅游度假区,"108.980798,34.218929",进入中国盛唐文化之旅,FALSE,陕西省西安市雁塔曲江新区芙蓉西路99号
陕西,黄帝陵,5A,5,69,1660,陕西·延安·黄陵县,"109.280487,35.587062",中华始祖黄帝轩辕氏的陵墓,FALSE,陕西省延安市黄陵县城北的桥山颠
陕西,西安城墙,5A,4.1,54,1564,陕西·西安·碑林区,"108.953364,34.256023",触摸历史遗迹，感受历史沧桑,FALSE,陕西省西安市碑林区永宁门
陕西,西安碑林博物馆,5A,4,60,1380,陕西·西安·碑林区,"108.959087,34.258767",每一块碑石都经历了一段历史,FALSE,陕西省西安市碑林区三学街15号（近书院门）
陕西,秦岭野生动物园,4A,3.5,100,1360,陕西·西安·长安区,"108.874543,34.053388",走进大自然，亲近小动物,FALSE,陕西省西安市长安区滦镇
陕西,大慈恩寺（大雁塔）,5A,3.6,85,974,陕西·西安·曲江旅游度假区,"108.970566,34.222777",唐僧（玄奘）藏经处，古都西安的象征,FALSE,陕西省西安市雁塔区大雁塔南广场北侧
陕西,钟鼓楼广场,,0,30,562,陕西·西安·莲湖区,"108.951418,34.266104",钟楼和鼓楼之间的广场,FALSE,陕西省西安市莲湖区钟楼和鼓楼之间
陕西,西安鼓楼,,5,30,534,陕西·西安·莲湖区,"108.949903,34.266395",钟为文鼓为武，文武盛地钟鼓楼,FALSE,陕西西安市西大街北院门南口
